split,task,patch_path,label,source_image,source_annotation,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_class,bbox_index
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041112_box05_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041112_box07_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041113_box03_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041114_box05_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041114_box07_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041115_box05_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041115_box08_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041116_box08_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041120_box05_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041121_box05_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041121_box07_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041124_box05_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041124_box10_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041129_box07_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041130_box08_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041131_box04_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041132_box04_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041132_box06_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041134_box05_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041135_box05_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041136_box05_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041136_box10_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041137_box06_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041137_box09_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041138_box05_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041139_box05_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041140_box06_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041143_box04_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041144_box03_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041144_box05_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041145_box03_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041146_box03_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041150_box06_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041152_box04_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041153_box03_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041154_box07_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041155_box05_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041156_box05_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041157_box04_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041158_box07_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041159_box05_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041160_box07_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041161_box06_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041161_box09_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041162_box03_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041163_box06_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041165_box04_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041165_box07_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041166_box07_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041166_box08_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041167_box04_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041168_box04_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041168_box06_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041169_box05_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041170_box07_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041172_box05_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041173_box04_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041176_box05_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041178_box04_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041180_box05_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041180_box07_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041182_box04_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041184_box05_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041184_box07_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041185_box04_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041187_box06_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041188_box05_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041189_box07_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041190_box05_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041192_box05_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041194_box04_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041195_box04_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041196_box03_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041197_box04_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group00041_00041_not_00041198_box03_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000000_box01_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000000_box05_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000001_box07_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000001_box08_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000003_box03_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000003_box05_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000003_box07_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000004_box04_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000005_box05_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000006_box06_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000009_box03_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000009_box06_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000010_box05_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000010_box07_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000011_box08_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000012_box05_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000012_box07_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000014_box05_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000015_box04_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000015_box06_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000016_box05_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000019_box10_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000019_box11_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000022_box09_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000022_box10_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000023_box09_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000023_box10_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000024_box07_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000024_box08_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000026_box09_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000026_box10_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000027_box09_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000027_box10_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000028_box09_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000028_box10_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000029_box09_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000029_box10_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000030_box07_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000030_box08_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000031_box06_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000031_box07_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000032_box06_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000032_box07_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000033_box04_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000035_box05_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000035_box06_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000037_box10_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000037_box11_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000038_box05_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000040_box03_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000040_box05_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000041_box05_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000042_box02_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000044_box05_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000046_box05_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000047_box04_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000048_box07_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000049_box04_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000049_box06_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000050_box04_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000053_box05_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000054_box04_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000055_box04_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000056_box06_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000056_box07_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000057_box04_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000057_box05_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000060_box04_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000061_box07_copper.jpg,copper,,,,,,,,
train,classification,data/processed/pcb_cls/train/copper/group13000_13000_not_13000062_box05_copper.jpg,copper,,,,,,,,
